BeachName,lat_y1,lon_x1,lat_y2,lon_x2,BeachLength_m,EventDate,G3,G4,G7,G8,G10,G13,G21,G22,G23,G24,G25,G26,G27,G28,G30,G31,G32,G33,G34,G35,G37,G49,G50,G52,G59,G65,G66,G67,G70,G71,G79,G80,G82,G83,G87,G89,G90,G91,G93,G95,G96,G99,G100,G101,G124,G125,G126,G128,G131,G133,G134,G137,G138,G142,G144,G145,G147,G151,G152,G153,G154,G155,G156,G158,G159,G160,G165,G167,G171,G172,G175,G176,G177,G178,G179,G182,G188,G191,G194,G195,G198,G199,G200,G203,G204,G208,G210,G211,G213,TOTAL,Area,DENSITY,Plastic,Rubber,Cloth/textile,Paper/Cardboard,Wood (Processed/Worked),Metal,Glass/ceramics,Unidentified,Chemicals,Essen,Trinken,Rauchen,Erholung,Haushalt,PersÌ¦nliche GegenstÌ_nde,Bau und Industrie,Fischen,Hygieneartikel,Medizin,Weitere,Fragmente,Month,Jahreszeit,Gebiet,Besucheranzahl,Besucheranzahl,Abfall pro Besucher,GewÌ_sser,Standorteigenschaft am Fluss,MÌ_ndung,Percent_WashedAshore,Total_WashedAshore,Wird die FlÌ_che gereinigt?,Wann finden die Erhebungen in Bezug zur Reinigung statt?,Region
BeachName,lat_y1,lon_x1,lat_y2,lon_x2,BeachLength_m,EventDate,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Plastic,Rubber,Rubber,Rubber,Rubber,Rubber,Rubber,Cloth/textile,Cloth/textile,Cloth/textile,Cloth/textile,Cloth/textile,Paper/Cardboard,Paper/Cardboard,Paper/Cardboard,Paper/Cardboard,Paper/Cardboard,Paper/Cardboard,Paper/Cardboard,Paper/Cardboard,Wood (Processed/Worked),Wood (Processed/Worked),Wood (Processed/Worked),Wood (Processed/Worked),Wood (Processed/Worked),Wood (Processed/Worked),Metal,Metal,Metal,Metal,Metal,Metal,Metal,Metal,Metal,Metal,Metal,Metal,Glass/ceramics,Glass/ceramics,Glass/ceramics,Glass/ceramics,Glass/ceramics,Unidentified,Chemicals,TOTAL,Area,DENSITY,Plastic,Rubber,Cloth/textile,Paper/Cardboard,Wood (Processed/Worked),Metal,Glass/ceramics,Unidentified,Chemicals,Essen,Trinken,Rauchen,Erholung,Haushalt,PersÌ¦nliche GegenstÌ_nde,Bau und Industrie,Fischen,Hygieneartikel,Medizin,Weitere,Fragmente,Month,Jahreszeit,Gebiet,Besucheranzahl,Besucheranzahl,Abfall pro Besucher,GewÌ_sser,Standorteigenschaft am Fluss,MÌ_ndung,Percent_WashedAshore,Total_WashedAshore,Wird die FlÌ_che gereinigt?,Wann finden die Erhebungen in Bezug zur Reinigung statt?,Region
BeachName,lat_y1,lon_x1,lat_y2,lon_x2,BeachLength_m,EventDate,Shopping Bags incl. pieces,"Small plastic bags, e.g. freezer bags incl. pieces",Drink bottles <=0.5l,Drink bottles >0.5l,Food containers incl. fast food containers,Other bottles & containers (drums),Plastic caps/lids drinks,"Plastic caps/lids chemicals, detergents (non-food)",Plastic caps/lids unidentified,Plastic rings from bottle caps/lids,Tobacco pouches / plastic cigarette box packaging,Cigarette lighters,Cigarette butts and filters,Pens and pen lids,Crisps packets/sweets wrappers,Lolly sticks,Toys and party poppers,Cups and cup lids,Cutlery and trays,Straws and stirrers,Mesh vegetable bags,Rope (diameter more than 1cm),String and cord (diameter less than 1cm),Nets and pieces of net,Fishing line/monofilament (angling),Buckets,Strapping bands,"Sheets, industrial packaging, plastic sheeting",Shotgun cartridges,Shoes/sandals,Plastic pieces 2.5 > < 50 cm,Plastic pieces > 50 cm,Polystyrene pieces 2.5 cm > < 50 cm,Polystyrene pieces > 50 cm,Masking tape,Plastic construction waste,Plastic flower pots,Biomass holder from sewage treatment plants,Cable ties,Cotton bud sticks,Sanitary towels/panty liners/backing strips,Syringes/needles,Medical/Pharmaceuticals containers/tubes,Dog feces bag,Other plastic/polystyrene items (identifiable),Balloons and balloon sticks,Balls,Tyres and belts,"Rubber bands (small, for kitchen/household/post use)",Condoms (incl. Packaging),Other rubber pieces,"Clothing/rags (clothing, hats, towels)","Shoes and sandals (e.g. Leather, cloth)","Rope, string and nets",Tampons and tampons applicators,Other textiles (incl. rags),Paper bags,Cartons/Tetrapak (others),Cigarette packets,"Cups, food trays, food wrappers, drink containers",Newspapers & magazines,Tubes for firework,Paper fragments,Other paper items,Corks,Pallets,"Ice-cream sticks, chip forks, chopsticks & toothpicks",Matches & fireworks,Other wood < 50 cm,Other wood > 50 cm,Cans (bevarage),Cans (food),"Foil wrappers, aluminium foil","Bottle caps, lids & pull tabs",Disposable BBQ's,"Fishing related (weights, sinkers, lures, hooks)",Other cans (< 4 L),"Wire, wire mesh, barbed wire",Cables,Houshold batteries,Other metal pieces < 50 cm,Other metal pieces > 50 cm,Bottles incl. Pieces,Tableware (plates & cups),"Construction material (brick, cement, pipes)",Glass or ceramic fragments > 2.5 cm,Other glass items,"Other medical items (swabs, bandaging, adhesive plaster etc.)",Paraffin/Wax,TOTAL,Area,DENSITY,Plastic,Rubber,Cloth/textile,Paper/Cardboard,Wood (Processed/Worked),Metal,Glass/ceramics,Unidentified,Chemicals,Essen,Trinken,Rauchen,Erholung,Haushalt,PersÌ¦nliche GegenstÌ_nde,Bau und Industrie,Fischen,Hygieneartikel,Medizin,Weitere,Fragmente,Month,Jahreszeit,Gebiet,Besucheranzahl,Besucheranzahl,Abfall pro Besucher,GewÌ_sser,Standorteigenschaft am Fluss,MÌ_ndung,Percent_WashedAshore,Total_WashedAshore,Wird die FlÌ_che gereinigt?,Wann finden die Erhebungen in Bezug zur Reinigung statt?,Region
Aare_Bern_CaveltiN,46.92357879,7.473319098,46.92344362,7.473638345,28,04/02/17,0,0,0,0,0,0,2,0,0,0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,47,,,21,2,1,9,0,9,5,0,0,5,9,12,1,0,0,1,0,0,0,11,8,April,FrÌ_hling,Stadt,,,,Fluss / Bach,,,,0,,,Region Bern
Aare_Bern_CaveltiN,46.92357879,7.473319098,46.92344362,7.473638345,28,05/06/17,0,1,0,0,0,0,0,0,0,0,0,1,18,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,43,,,29,0,1,2,0,4,7,0,0,2,2,19,0,1,0,2,0,0,0,4,13,Mai,FrÌ_hling,Stadt,,,,Fluss / Bach,,,,0,,,Region Bern
Aare_bern_gerberm,46.98936306,7.452097669,46.98999934,7.451373357,89,4/14/17,3,5,0,0,0,0,0,0,0,1,0,0,11,0,7,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,32,0,0,0,0,1,0,0,0,0,15,0,0,3,2,0,0,0,1,0,0,2,0,1,0,44,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,1,1,0,0,0,3,0,0,0,154,240,0.641666667,87,1,47,5,1,10,3,0,0,10,8,11,2,13,2,1,0,15,0,54,38,April,FrÌ_hling,Agglomeration,101-500 (4-17 pro Tag),250,0.616,Fluss / Bach,innere Seite Kurve,nein,0.95,146.3,ich weiss es nicht,0,Region Bern
Aare_bern_gerberm,46.98936306,7.452097669,46.98999934,7.451373357,89,5/21/17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,180,0.111111111,12,0,4,1,1,2,0,0,0,2,3,0,0,4,0,0,0,2,0,9,0,Mai,FrÌ_hling,Agglomeration,101-500 (4-17 pro Tag),250,0.08,Fluss / Bach,innere Seite Kurve,nein,0.95,19,ich weiss es nicht,0,Region Bern
Aare_bern_gerberm,46.98936306,7.452097669,46.98999934,7.451373357,89,6/26/17,2,4,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,11,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,5,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,90,0.788888889,34,1,34,0,1,1,0,0,0,6,1,1,0,9,5,0,0,6,0,31,12,Juni,Sommer,Agglomeration,501-1'000 (18-33 pro Tag),750,0.094666667,Fluss / Bach,innere Seite Kurve,nein,0.95,67.45,ich weiss es nicht,0,Region Bern
Aare_bern_gerberm,46.98936306,7.452097669,46.98999934,7.451373357,89,7/31/17,1,1,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,1,0,0,0,0,5,0,1,9,2,0,0,0,2,0,0,1,0,8,0,1,0,6,0,0,4,0,0,0,2,0,0,6,23,0,0,0,0,0,0,1,0,0,0,0,0,2,0,13,0,3,1,1,0,0,0,0,0,5,0,0,1,2,2,0,0,0,112,330,0.339393939,46,4,31,1,2,23,5,0,0,8,15,3,1,3,3,5,0,14,1,45,14,Juli,Sommer,Agglomeration,501-1'000 (18-33 pro Tag),750,0.149333333,Fluss / Bach,innere Seite Kurve,nein,0.95,106.4,ich weiss es nicht,0,Region Bern
Aare_bern_gerberm,46.98936306,7.452097669,46.98999934,7.451373357,89,8/29/17,3,3,0,0,1,0,0,0,0,0,0,0,2,0,4,0,1,2,0,2,0,3,2,0,0,0,0,8,0,0,5,0,0,0,0,2,0,0,1,0,23,0,0,3,8,1,0,0,0,0,3,2,2,1,4,45,0,0,0,0,0,0,0,6,0,0,0,0,1,0,10,1,2,1,0,1,0,3,1,0,5,3,0,0,1,9,0,0,0,175,360,0.486111111,73,4,54,6,1,27,10,0,0,8,15,2,2,12,4,10,1,27,0,80,14,August,Sommer,Agglomeration,501-1'000 (18-33 pro Tag),750,0.233333333,Fluss / Bach,innere Seite Kurve,nein,0.95,166.25,ich weiss es nicht,0,Region Bern
Aare_bern_gerberm,46.98936306,7.452097669,46.98999934,7.451373357,89,9/26/17,3,5,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,1,0,0,0,5,0,1,0,0,4,0,1,10,5,0,0,0,2,0,0,5,0,10,0,0,1,0,0,0,0,0,0,1,5,0,3,11,80,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,2,0,2,0,0,0,1,4,0,5,0,0,0,0,17,0,0,0,207,450,0.46,65,1,99,2,0,23,17,0,0,7,11,8,0,19,6,8,1,21,0,94,32,September,Herbst,Agglomeration,101-500 (4-17 pro Tag),250,0.828,Fluss / Bach,innere Seite Kurve,nein,0.95,196.65,ich weiss es nicht,0,Region Bern
